;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.851";"3.868";"4.221";"4.430";"4.588";"4.663";"4.811";"4.773";"4.803";"4.796";"4.779";"4.800";"4.635";"4.452";"4.342";"4.270";"4.159";"4.087";
;;;"    Öffentliches Gesundheitswesen";"10";"10";"13";"21";"25";"20";"20";"19";"17";"14";"12";"14";"11";"10";"10";"9";"8";"9";
;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.288";"2.420";"2.534";"2.686";"2.814";"2.798";"2.785";"2.780";"2.745";"2.750";"2.708";"2.621";"2.549";"2.444";"2.315";"2.212";"2.114";"2.065";
;;;"    Öffentliches Gesundheitswesen";"6";"8";"6";"5";"6";"8";"8";"7";"4";"4";"4";"3";"3";"2";"2";"1";"1";"1";
;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.976";"3.040";"3.182";"3.235";"3.317";"3.392";"3.456";"3.540";"3.585";"3.484";"3.452";"3.393";"3.461";"3.400";"3.175";"3.165";"3.173";"3.197";
;;;"    Öffentliches Gesundheitswesen";"12";"12";"9";"7";"5";"4";"3";"2";"2";"1";"1";"2";"2";"1";"1";"2";"4";"5";
;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.248";"2.308";"2.389";"2.503";"2.586";"2.605";"2.627";"2.641";"2.644";"2.602";"2.609";"2.532";"2.466";"2.334";"2.253";"2.177";"2.097";"2.066";
;;;"    Öffentliches Gesundheitswesen";"5";"4";"3";"5";"5";"5";"5";"4";"5";"6";"4";"6";"5";"4";"4";"3";"2";"3";
;"    50 bis unter 60 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"68.658";"69.652";"70.425";"71.054";"72.431";"76.411";"79.308";"82.363";"85.353";"88.239";"90.873";"94.184";"97.993";"100.924";"104.182";"106.013";"107.613";"108.559";
;;;"    Öffentliches Gesundheitswesen";"447";"448";"454";"460";"475";"502";"526";"552";"546";"542";"527";"499";"486";"470";"440";"402";"372";"348";
;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"9.293";"9.660";"9.890";"10.137";"10.277";"10.654";"10.965";"11.069";"11.283";"11.471";"11.673";"12.024";"12.471";"12.852";"13.248";"13.214";"13.333";"13.468";
;;;"    Öffentliches Gesundheitswesen";"78";"88";"81";"83";"86";"83";"84";"81";"84";"74";"67";"63";"60";"62";"57";"52";"50";"51";
;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"11.159";"11.462";"11.865";"12.114";"12.432";"13.474";"13.304";"13.606";"13.888";"14.263";"14.656";"15.118";"16.162";"16.136";"16.633";"16.950";"17.240";"17.475";
;;;"    Öffentliches Gesundheitswesen";"31";"40";"49";"53";"62";"71";"71";"82";"77";"82";"86";"83";"73";"71";"67";"63";"59";"48";
;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.701";"4.556";"4.454";"4.306";"4.302";"4.274";"4.379";"4.460";"4.572";"4.729";"4.679";"4.844";"5.010";"5.137";"5.425";"5.624";"5.745";"5.901";
;;;"    Öffentliches Gesundheitswesen";"27";"26";"24";"22";"25";"26";"27";"25";"26";"25";"20";"17";"17";"16";"16";"16";"14";"16";
;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.654";"1.541";"1.428";"1.386";"1.429";"1.611";"1.754";"1.952";"2.165";"2.329";"2.409";"2.512";"2.663";"2.771";"2.845";"2.896";"2.965";"2.975";
;;;"    Öffentliches Gesundheitswesen";"18";"14";"7";"11";"11";"13";"12";"15";"17";"18";"16";"14";"19";"15";"15";"12";"13";"15";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"773";"799";"797";"778";"840";"875";"923";"944";"981";"1.015";"1.047";"1.079";"1.113";"1.144";"1.155";"1.151";"1.173";"1.153";
;;;"    Öffentliches Gesundheitswesen";"5";"5";"5";"5";"7";"7";"7";"6";"5";"7";"6";"5";"5";"9";"4";"4";"4";"5";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.217";"2.179";"2.249";"2.284";"2.282";"2.355";"2.435";"2.494";"2.546";"2.595";"2.682";"2.752";"2.856";"2.943";"3.049";"3.099";"3.145";"3.178";
;;;"    Öffentliches Gesundheitswesen";"8";"4";"7";"9";"9";"8";"11";"13";"12";"12";"15";"14";"14";"12";"10";"11";"10";"8";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.211";"5.497";"5.731";"5.826";"5.975";"6.228";"6.499";"6.795";"6.943";"7.087";"7.178";"7.410";"7.586";"7.784";"7.945";"8.161";"8.282";"8.308";
;;;"    Öffentliches Gesundheitswesen";"26";"32";"35";"40";"37";"41";"42";"45";"43";"43";"37";"33";"30";"29";"28";"25";"21";"19";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.358";"1.261";"1.189";"1.125";"1.166";"1.270";"1.385";"1.511";"1.585";"1.729";"1.832";"1.970";"2.051";"2.113";"2.157";"2.177";"2.240";"2.302";
;;;"    Öffentliches Gesundheitswesen";"14";"11";"10";"6";"7";"6";"7";"7";"9";"11";"14";"16";"15";"19";"18";"18";"16";"14";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.710";"5.850";"6.017";"6.108";"6.075";"6.538";"6.812";"7.086";"7.286";"7.558";"7.962";"8.342";"8.654";"8.930";"9.186";"9.426";"9.653";"9.737";
;;;"    Öffentliches Gesundheitswesen";"43";"48";"50";"52";"50";"59";"60";"62";"56";"63";"62";"54";"67";"59";"58";"53";"52";"51";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13.399";"13.781";"14.306";"14.673";"15.081";"15.826";"16.665";"17.385";"18.085";"18.810";"19.546";"20.280";"20.980";"21.896";"22.592";"23.037";"23.255";"23.387";
;;;"    Öffentliches Gesundheitswesen";"80";"85";"93";"89";"96";"105";"115";"121";"123";"116";"113";"107";"98";"90";"85";"68";"59";"53";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.057";"3.150";"3.291";"3.389";"3.570";"3.785";"3.960";"4.133";"4.322";"4.381";"4.539";"4.737";"4.849";"5.059";"5.223";"5.372";"5.451";"5.479";
;;;"    Öffentliches Gesundheitswesen";"16";"13";"11";"17";"19";"22";"25";"31";"34";"33";"34";"36";"35";"31";"27";"26";"25";"22";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"839";"874";"894";"948";"999";"1.055";"1.091";"1.144";"1.201";"1.212";"1.224";"1.282";"1.303";"1.302";"1.324";"1.326";"1.356";"1.344";
;;;"    Öffentliches Gesundheitswesen";"5";"4";"6";"6";"8";"7";"10";"10";"9";"9";"9";"9";"5";"6";"5";"5";"3";"3";
;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.217";"3.163";"2.586";"2.442";"2.423";"2.583";"2.868";"3.173";"3.496";"3.724";"3.872";"4.003";"4.262";"4.434";"4.624";"4.654";"4.764";"4.773";
;;;"    Öffentliches Gesundheitswesen";"27";"27";"21";"19";"20";"21";"24";"24";"22";"25";"26";"25";"26";"27";"25";"24";"21";"20";
;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.760";"1.618";"1.518";"1.443";"1.442";"1.580";"1.748";"1.903";"2.065";"2.175";"2.283";"2.391";"2.487";"2.601";"2.690";"2.683";"2.694";"2.680";
;;;"    Öffentliches Gesundheitswesen";"23";"13";"16";"15";"9";"6";"7";"7";"8";"6";"5";"8";"7";"8";"9";"9";"8";"8";
;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.538";"2.582";"2.607";"2.582";"2.621";"2.670";"2.782";"2.822";"2.902";"2.973";"3.017";"3.099";"3.097";"3.258";"3.469";"3.584";"3.627";"3.689";
;;;"    Öffentliches Gesundheitswesen";"30";"23";"26";"23";"19";"18";"16";"15";"13";"12";"11";"10";"10";"10";"10";"8";"8";"7";
;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.772";"1.679";"1.603";"1.513";"1.517";"1.633";"1.738";"1.886";"2.033";"2.188";"2.274";"2.341";"2.449";"2.564";"2.617";"2.659";"2.690";"2.710";
;;;"    Öffentliches Gesundheitswesen";"16";"15";"13";"10";"10";"9";"8";"8";"8";"6";"6";"5";"5";"6";"6";"8";"9";"8";
;"    60 bis unter 66 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"22.022";"24.598";"27.353";"29.650";"30.244";"29.777";"27.745";"27.544";"28.008";"29.507";"31.581";"34.757";"37.898";"39.198";"41.132";"42.117";"43.289";"44.498";
;;;"    Öffentliches Gesundheitswesen";"139";"144";"163";"163";"165";"148";"143";"146";"136";"142";"167";"186";"208";"211";"245";"257";"268";"269";
;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.520";"2.864";"3.145";"3.475";"3.642";"3.556";"3.511";"3.710";"3.910";"4.480";"4.879";"5.272";"5.734";"5.809";"5.960";"5.819";"5.829";"5.838";
;;;"    Öffentliches Gesundheitswesen";"12";"13";"21";"23";"25";"28";"24";"31";"27";"33";"38";"41";"43";"34";"43";"38";"32";"34";
;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.004";"3.492";"3.766";"4.121";"4.493";"4.886";"4.370";"4.589";"4.908";"5.202";"5.535";"6.035";"7.056";"6.715";"6.959";"7.091";"7.221";"7.325";
;;;"    Öffentliches Gesundheitswesen";"6";"7";"8";"9";"10";"12";"11";"9";"11";"11";"13";"22";"35";"32";"41";"39";"45";"46";
;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.567";"1.792";"1.969";"2.173";"2.228";"2.157";"1.972";"1.814";"1.782";"1.799";"1.743";"1.886";"1.969";"2.057";"2.106";"1.998";"1.995";"2.030";
;;;"    Öffentliches Gesundheitswesen";"10";"10";"11";"13";"10";"8";"11";"10";"8";"9";"12";"12";"13";"15";"14";"15";"13";"11";
;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"785";"933";"1.017";"1.088";"1.076";"971";"837";"691";"592";"534";"558";"624";"724";"803";"894";"1.027";"1.069";"1.163";
;;;"    Öffentliches Gesundheitswesen";"6";"11";"15";"14";"12";"8";"8";"6";"3";"2";"3";"2";"2";"7";"8";"12";"10";"9";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"239";"266";"296";"264";"305";"282";"275";"294";"303";"352";"390";"409";"441";"473";"485";"484";"503";"507";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"1";"1";"1";"2";"3";"3";"4";"4";"4";"5";"9";"5";"3";"3";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"670";"739";"863";"961";"1.026";"1.036";"987";"980";"1.015";"1.031";"1.110";"1.187";"1.238";"1.302";"1.331";"1.362";"1.369";"1.377";
;;;"    Öffentliches Gesundheitswesen";"5";"3";"3";"4";"6";"5";"2";"3";"5";"5";"3";"4";"4";"4";"4";"5";"5";"7";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.622";"1.754";"1.879";"2.071";"2.128";"2.128";"2.058";"2.089";"2.200";"2.337";"2.595";"2.927";"3.107";"3.290";"3.405";"3.463";"3.528";"3.576";
;;;"    Öffentliches Gesundheitswesen";"6";"5";"4";"6";"10";"11";"12";"13";"12";"9";"10";"16";"18";"21";"22";"24";"24";"25";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"708";"786";"867";"895";"849";"714";"616";"528";"443";"405";"426";"473";"519";"590";"676";"759";"959";"989";
;;;"    Öffentliches Gesundheitswesen";"9";"11";"13";"12";"8";"3";"2";"2";"";"";"1";"2";"1";"1";"1";"";"4";"5";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.683";"1.892";"2.066";"2.233";"1.952";"2.320";"2.292";"2.344";"2.522";"2.689";"2.827";"3.069";"3.232";"3.344";"3.434";"3.512";"3.623";"3.771";
;;;"    Öffentliches Gesundheitswesen";"18";"18";"17";"14";"8";"11";"12";"10";"13";"16";"17";"22";"22";"23";"24";"31";"28";"27";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.319";"4.798";"5.031";"5.381";"5.568";"5.344";"5.210";"5.350";"5.463";"5.820";"6.243";"6.944";"7.561";"8.024";"8.513";"8.902";"9.219";"9.529";
;;;"    Öffentliches Gesundheitswesen";"22";"24";"19";"19";"21";"14";"20";"21";"19";"22";"33";"33";"37";"37";"43";"53";"61";"54";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"866";"978";"1.028";"1.133";"1.183";"1.169";"1.140";"1.177";"1.295";"1.439";"1.590";"1.788";"1.964";"2.081";"2.203";"2.196";"2.179";"2.256";
;;;"    Öffentliches Gesundheitswesen";"6";"6";"6";"5";"6";"5";"5";"5";"6";"6";"4";"4";"3";"9";"12";"14";"18";"20";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"251";"268";"292";"310";"316";"297";"278";"292";"314";"360";"400";"443";"491";"533";"576";"576";"591";"608";
;;;"    Öffentliches Gesundheitswesen";"4";"5";"5";"3";"2";"2";"2";"1";"2";"2";"";"1";"4";"4";"5";"4";"5";"4";
;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.470";"1.294";"2.086";"2.203";"2.118";"1.892";"1.525";"1.283";"1.044";"907";"983";"1.119";"1.243";"1.339";"1.475";"1.606";"1.746";"1.900";
;;;"    Öffentliches Gesundheitswesen";"9";"9";"14";"14";"14";"12";"7";"8";"6";"5";"9";"8";"9";"9";"10";"9";"12";"14";
;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"739";"906";"1.017";"1.122";"1.072";"949";"784";"672";"582";"515";"547";"620";"692";"733";"786";"910";"1.008";"1.075";
;;;"    Öffentliches Gesundheitswesen";"7";"3";"10";"9";"8";"10";"7";"7";"5";"6";"5";"3";"1";"2";"2";"1";"2";"2";
;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"778";"892";"974";"1.065";"1.160";"1.090";"1.040";"1.023";"1.013";"1.084";"1.166";"1.315";"1.214";"1.319";"1.477";"1.467";"1.462";"1.488";
;;;"    Öffentliches Gesundheitswesen";"9";"10";"6";"7";"14";"13";"15";"14";"13";"9";"10";"7";"6";"4";"4";"5";"5";"7";
;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"801";"944";"1.057";"1.155";"1.128";"986";"850";"708";"622";"553";"589";"646";"713";"786";"852";"945";"988";"1.066";
;;;"    Öffentliches Gesundheitswesen";"10";"9";"11";"11";"10";"5";"4";"4";"3";"4";"5";"5";"6";"4";"3";"2";"1";"1";
;"    66 Jahre und älter";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.109";"5.221";"5.367";"5.591";"5.989";"7.120";"7.705";"8.801";"9.795";"11.630";"13.384";"14.058";"15.929";"16.488";"18.586";"21.954";"24.417";"26.528";
;;;"    Öffentliches Gesundheitswesen";"23";"20";"22";"23";"20";"16";"17";"15";"18";"19";"21";"22";"23";"24";"32";"37";"51";"62";
;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"656";"640";"648";"656";"702";"818";"952";"1.055";"1.200";"1.597";"1.890";"1.983";"2.472";"2.627";"3.024";"3.490";"3.954";"4.337";
;;;"    Öffentliches Gesundheitswesen";"4";"4";"1";"1";"1";"1";"1";"1";"1";"3";"3";"5";"6";"8";"8";"10";"14";"15";
;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.101";"1.099";"952";"934";"1.041";"1.636";"1.400";"1.611";"1.768";"2.089";"2.462";"2.691";"3.671";"3.336";"3.810";"4.242";"4.757";"5.159";
;;;"    Öffentliches Gesundheitswesen";"4";"4";"5";"4";"3";"4";"3";"3";"3";"4";"3";"3";"3";"3";"6";"5";"7";"11";
;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"283";"296";"340";"377";"430";"338";"420";"474";"585";"698";"940";"911";"890";"850";"935";"2.158";"2.328";"2.343";
;;;"    Öffentliches Gesundheitswesen";"1";"1";"1";"1";"2";"1";"1";"";"1";"1";"2";"2";"2";"";"1";"4";"5";"4";
;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"73";"96";"123";"136";"160";"198";"246";"318";"375";"400";"405";"380";"350";"349";"364";"380";"411";"462";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"1";"";"";"";"";"";"";"";"";"";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"36";"40";"35";"29";"47";"58";"66";"71";"95";"107";"123";"145";"173";"182";"224";"253";"281";"316";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"2";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"306";"319";"331";"329";"348";"360";"356";"377";"421";"461";"542";"617";"664";"737";"825";"895";"1.002";"1.080";
;;;"    Öffentliches Gesundheitswesen";"5";"3";"5";"5";"5";"3";"1";"1";"1";"1";"2";"2";"2";"2";"4";"3";"3";"3";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"627";"617";"609";"591";"631";"567";"611";"654";"627";"649";"697";"731";"719";"755";"898";"1.130";"1.351";"1.625";
;;;"    Öffentliches Gesundheitswesen";"4";"4";"3";"2";"";"1";"2";"1";"1";"1";"1";"1";"";"";"1";"1";"3";"5";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"59";"88";"109";"132";"141";"147";"191";"239";"260";"288";"303";"293";"278";"301";"285";"298";"395";"411";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"1";"";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"341";"362";"405";"432";"341";"517";"596";"660";"788";"972";"1.129";"1.210";"1.323";"1.486";"1.700";"1.837";"1.941";"2.150";
;;;"    Öffentliches Gesundheitswesen";"2";"2";"4";"5";"3";"2";"4";"3";"3";"4";"6";"5";"5";"5";"5";"6";"5";"8";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"894";"923";"967";"1.024";"1.078";"1.184";"1.327";"1.502";"1.617";"2.033";"2.387";"2.506";"2.787";"3.119";"3.517";"3.974";"4.332";"4.696";
;;;"    Öffentliches Gesundheitswesen";"1";"";"1";"1";"1";"";"";"";"";"";"";"1";"2";"2";"3";"3";"7";"10";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"238";"248";"257";"262";"290";"330";"382";"442";"468";"557";"629";"714";"771";"872";"1.002";"1.183";"1.347";"1.499";
;;;"    Öffentliches Gesundheitswesen";"1";"1";"2";"2";"2";"2";"2";"2";"3";"2";"2";"2";"1";"2";"";"1";"1";"1";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"52";"47";"40";"48";"43";"59";"66";"70";"67";"85";"101";"120";"138";"160";"195";"230";"264";"300";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"1";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"151";"117";"199";"232";"278";"342";"419";"496";"591";"641";"661";"648";"640";"621";"584";"561";"611";"635";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"62";"72";"90";"94";"113";"143";"182";"241";"266";"305";"304";"282";"279";"297";"276";"269";"292";"312";
;;;"    Öffentliches Gesundheitswesen";"";"";"";"";"1";"1";"1";"1";"1";"";"";"";"1";"1";"1";"1";"1";"1";
;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"142";"151";"153";"177";"178";"210";"253";"300";"338";"387";"452";"484";"437";"480";"642";"742";"837";"895";
;;;"    Öffentliches Gesundheitswesen";"1";"";"";"";"";"";"";"";"";"";"";"";"";"";"1";"1";"2";"2";
;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"88";"106";"109";"138";"168";"213";"238";"291";"329";"361";"359";"343";"337";"316";"305";"312";"314";"308";
;;;"    Öffentliches Gesundheitswesen";"";"1";"";"";"";"";"1";"2";"2";"2";"1";"";"";"";"";"";"";"";
"    Männlich";" Alle Altersgruppen";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"185.360";"186.389";"187.038";"187.981";"187.967";"187.076";"186.876";"186.903";"187.084";"188.371";"190.046";"192.394";"194.149";"196.383";"199.017";"200.617";"202.706";"204.652";
;;;"    Öffentliches Gesundheitswesen";"632";"610";"615";"605";"585";"566";"560";"549";"519";"498";"484";"474";"477";"458";"462";"433";"425";"413";
;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"24.909";"25.071";"25.221";"25.293";"25.222";"25.228";"25.165";"25.164";"25.113";"25.166";"25.508";"26.092";"26.126";"26.745";"27.207";"26.542";"26.698";"26.883";
;;;"    Öffentliches Gesundheitswesen";"91";"92";"91";"93";"92";"91";"88";"87";"82";"78";"78";"79";"77";"71";"72";"66";"64";"64";
;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"31.323";"31.584";"31.565";"31.643";"31.772";"31.758";"31.672";"31.809";"31.961";"32.102";"32.314";"32.633";"32.922";"33.271";"33.590";"33.925";"34.253";"34.418";
;;;"    Öffentliches Gesundheitswesen";"99";"102";"102";"105";"109";"107";"106";"104";"100";"99";"96";"96";"103";"99";"98";"91";"93";"87";
;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"9.370";"9.398";"9.452";"9.583";"9.503";"9.005";"9.058";"8.974";"9.039";"9.303";"9.326";"9.410";"9.459";"9.413";"9.743";"10.640";"10.849";"11.001";
;;;"    Öffentliches Gesundheitswesen";"19";"18";"17";"15";"15";"15";"17";"14";"13";"15";"13";"14";"15";"15";"17";"20";"20";"18";
;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.631";"3.719";"3.742";"3.784";"3.882";"3.930";"3.969";"3.974";"4.038";"4.065";"4.076";"4.063";"4.150";"4.220";"4.263";"4.357";"4.464";"4.553";
;;;"    Öffentliches Gesundheitswesen";"16";"16";"16";"17";"14";"12";"13";"16";"14";"12";"12";"11";"12";"10";"11";"11";"11";"11";
;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.998";"1.989";"1.990";"2.000";"1.966";"1.927";"1.966";"1.973";"1.977";"2.019";"2.018";"2.010";"2.052";"2.061";"2.124";"2.120";"2.202";"2.215";
;;;"    Öffentliches Gesundheitswesen";"9";"8";"8";"8";"8";"8";"8";"8";"9";"9";"8";"8";"7";"10";"10";"7";"5";"5";
;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.673";"5.669";"5.708";"5.752";"5.668";"5.655";"5.638";"5.695";"5.745";"5.926";"6.093";"6.247";"6.270";"6.340";"6.396";"6.491";"6.550";"6.617";
;;;"    Öffentliches Gesundheitswesen";"14";"8";"12";"13";"13";"14";"12";"14";"14";"14";"14";"13";"13";"12";"12";"10";"10";"12";
;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"14.183";"14.302";"14.291";"14.308";"14.219";"14.083";"14.044";"14.007";"14.072";"14.064";"14.202";"14.270";"14.287";"14.325";"14.476";"14.632";"14.779";"14.945";
;;;"    Öffentliches Gesundheitswesen";"39";"38";"39";"39";"36";"38";"38";"35";"33";"33";"29";"31";"30";"32";"32";"30";"28";"27";
;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.175";"3.183";"3.216";"3.232";"3.297";"3.309";"3.328";"3.315";"3.314";"3.337";"3.376";"3.439";"3.484";"3.542";"3.602";"3.643";"3.749";"3.786";
;;;"    Öffentliches Gesundheitswesen";"10";"9";"10";"9";"6";"5";"5";"4";"3";"3";"3";"3";"3";"4";"4";"4";"4";"3";
;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"16.257";"16.378";"16.544";"16.789";"16.694";"16.607";"16.641";"16.649";"16.689";"16.769";"16.937";"17.111";"17.393";"17.615";"17.784";"17.884";"17.970";"18.110";
;;;"    Öffentliches Gesundheitswesen";"76";"76";"79";"77";"71";"71";"72";"72";"69";"70";"70";"65";"68";"62";"63";"62";"57";"56";
;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"41.189";"41.437";"41.654";"41.646";"41.565";"41.516";"41.524";"41.457";"41.431";"41.746";"42.045";"42.578";"43.020";"43.516";"44.037";"44.216";"44.490";"44.907";
;;;"    Öffentliches Gesundheitswesen";"127";"125";"125";"117";"111";"107";"105";"103";"100";"94";"95";"91";"88";"81";"83";"76";"76";"72";
;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"9.121";"9.213";"9.199";"9.275";"9.333";"9.423";"9.374";"9.465";"9.403";"9.470";"9.572";"9.701";"9.778";"9.832";"10.033";"10.092";"10.220";"10.336";
;;;"    Öffentliches Gesundheitswesen";"29";"28";"26";"25";"27";"27";"28";"30";"32";"30";"29";"29";"28";"31";"31";"31";"31";"30";
;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.747";"2.736";"2.722";"2.776";"2.786";"2.746";"2.706";"2.699";"2.668";"2.676";"2.715";"2.742";"2.766";"2.775";"2.809";"2.745";"2.818";"2.830";
