;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.794";"4.423";"4.827";"5.221";"5.787";"6.570";"6.745";"6.833";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.523";"3.256";"4.030";"4.705";"5.367";"6.500";"7.543";"7.859";"8.084";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.368";"3.987";"4.421";"4.925";"5.669";"6.590";"6.764";"6.934";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"41.119";"86.151";"103.085";"119.799";"136.901";"160.056";"186.376";"192.082";"197.334";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"20.027";"23.089";"25.910";"29.112";"33.380";"38.628";"39.541";"40.442";
;;"    Unter 35 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"33.576";"36.123";"31.150";"29.503";"38.435";"46.991";"48.016";"48.604";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.669";"3.859";"4.108";"3.880";"4.126";"5.113";"6.449";"6.591";"6.667";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.740";"4.653";"5.409";"4.884";"4.427";"6.384";"7.721";"8.024";"8.082";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"733";"2.503";"2.587";"2.177";"1.956";"2.415";"2.825";"2.948";"3.016";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"949";"890";"713";"671";"927";"1.103";"1.117";"1.188";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"133";"352";"345";"299";"328";"405";"426";"430";"462";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"461";"977";"1.074";"912";"980";"1.462";"1.765";"1.794";"1.884";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"945";"2.425";"2.610";"2.232";"1.954";"2.649";"3.204";"3.242";"3.328";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"807";"806";"668";"592";"788";"1.025";"877";"854";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"806";"2.575";"2.958";"2.430";"2.277";"2.813";"3.382";"3.368";"3.390";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.331";"7.276";"7.836";"6.716";"6.488";"7.929";"9.636";"9.986";"10.089";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"438";"1.308";"1.417";"1.254";"1.154";"1.437";"1.775";"1.778";"1.805";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"180";"444";"518";"432";"439";"481";"597";"590";"593";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"2.109";"1.993";"1.655";"1.587";"2.178";"2.858";"2.866";"2.904";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.328";"1.291";"1.036";"793";"1.033";"1.369";"1.421";"1.387";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"356";"1.018";"1.207";"1.018";"999";"1.358";"1.463";"1.558";"1.534";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"993";"1.074";"844";"732";"1.063";"1.393";"1.426";"1.421";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"9.792";"27.390";"30.069";"26.234";"25.128";"32.446";"39.243";"40.309";"40.850";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"6.186";"6.054";"4.916";"4.375";"5.989";"7.748";"7.707";"7.754";
;;"    35 bis unter 40 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"17.031";"21.970";"26.590";"23.811";"21.717";"26.722";"27.846";"29.248";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.354";"2.041";"2.493";"3.322";"3.053";"2.892";"3.543";"3.661";"3.937";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.419";"2.418";"3.283";"4.112";"3.746";"3.681";"4.407";"4.564";"4.804";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"603";"1.402";"1.382";"1.813";"1.541";"1.524";"1.800";"1.827";"1.968";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"467";"634";"710";"685";"515";"710";"764";"782";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"102";"198";"262";"290";"230";"236";"271";"274";"289";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"333";"511";"624";"791";"691";"850";"1.149";"1.191";"1.236";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"710";"1.374";"1.666";"1.984";"1.831";"1.539";"1.945";"2.009";"2.089";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"480";"480";"484";"498";"366";"501";"584";"603";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"695";"1.205";"1.847";"2.195";"1.900";"1.681";"2.063";"2.143";"2.199";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.813";"3.443";"4.719";"5.865";"5.051";"4.642";"5.426";"5.563";"5.763";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"293";"666";"932";"1.114";"1.003";"843";"1.064";"1.124";"1.163";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"117";"192";"250";"358";"306";"251";"290";"297";"337";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"958";"1.243";"1.256";"1.176";"995";"1.371";"1.487";"1.561";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"605";"803";"758";"677";"467";"573";"634";"681";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"286";"528";"697";"893";"805";"793";"957";"1.005";"1.049";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"543";"655";"645";"618";"442";"652";"719";"787";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.725";"13.978";"18.155";"22.737";"20.157";"18.932";"22.915";"23.658";"24.834";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.053";"3.815";"3.853";"3.654";"2.785";"3.807";"4.188";"4.414";
;;"    40 bis unter 50 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"23.578";"28.041";"39.748";"50.390";"52.456";"47.486";"47.527";"47.557";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.284";"2.901";"3.541";"4.755";"6.225";"6.616";"6.148";"6.262";"6.264";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.423";"3.265";"4.029";"5.973";"8.037";"8.565";"7.833";"7.943";"8.008";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"610";"2.495";"2.475";"2.708";"3.106";"3.330";"3.093";"3.173";"3.201";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"731";"811";"1.255";"1.494";"1.480";"1.306";"1.273";"1.256";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"97";"257";"323";"445";"534";"543";"475";"481";"486";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"346";"789";"944";"1.193";"1.497";"1.665";"1.702";"1.730";"1.771";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"825";"1.697";"2.285";"3.070";"3.803";"4.027";"3.563";"3.534";"3.509";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"681";"701";"965";"1.022";"1.022";"893";"857";"861";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"719";"1.575";"2.021";"3.074";"4.122";"4.235";"3.870";"3.830";"3.805";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.032";"4.054";"5.336";"8.101";"10.694";"11.108";"9.895";"9.905";"9.881";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"368";"828";"1.112";"1.671";"2.223";"2.337";"1.992";"1.968";"1.947";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"134";"210";"304";"463";"601";"623";"528";"516";"516";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.592";"1.482";"2.234";"2.528";"2.445";"2.250";"2.182";"2.174";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"905";"874";"1.352";"1.564";"1.391";"1.120";"1.078";"1.055";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"302";"727";"911";"1.261";"1.609";"1.754";"1.716";"1.720";"1.740";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"871";"892";"1.228";"1.331";"1.315";"1.102";"1.075";"1.083";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.140";"18.798";"23.281";"32.714";"42.451";"44.803";"40.815";"41.062";"41.128";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"4.780";"4.760";"7.034";"7.939";"7.653";"6.671";"6.465";"6.429";
;;"    50 bis unter 60 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"17.511";"23.094";"23.573";"28.428";"39.881";"50.488";"51.685";"52.676";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.301";"1.865";"2.519";"2.900";"3.612";"4.897";"6.229";"6.376";"6.518";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.498";"2.015";"2.820";"3.262";"4.565";"6.055";"7.844";"8.051";"8.275";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"528";"1.982";"2.514";"2.447";"2.371";"2.641";"3.123";"3.186";"3.269";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"853";"1.093";"867";"906";"1.327";"1.506";"1.554";"1.595";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"107";"144";"204";"252";"325";"450";"565";"580";"578";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"378";"441";"629";"729";"920";"1.188";"1.540";"1.589";"1.645";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"814";"1.117";"1.453";"1.621";"2.214";"3.047";"3.892";"4.014";"4.115";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"819";"980";"749";"738";"1.032";"1.085";"1.089";"1.112";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"666";"1.009";"1.367";"1.524";"1.972";"3.049";"4.162";"4.317";"4.419";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.211";"2.719";"3.576";"3.927";"5.184";"7.882";"10.542";"10.784";"10.970";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"385";"509";"684";"798";"1.124";"1.723";"2.308";"2.387";"2.422";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"145";"164";"186";"184";"307";"452";"544";"572";"586";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.790";"2.217";"1.741";"1.504";"2.252";"2.551";"2.570";"2.534";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"808";"1.162";"955";"872";"1.348";"1.520";"1.471";"1.434";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"275";"445";"627";"719";"894";"1.288";"1.698";"1.763";"1.835";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"831";"1.063";"898";"920";"1.250";"1.379";"1.382";"1.369";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8.308";"12.410";"16.579";"18.363";"23.488";"32.672";"42.447";"43.619";"44.632";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.101";"6.515";"5.210";"4.940";"7.209";"8.041";"8.066";"8.044";
;;"    60 bis unter 66 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"3.538";"5.217";"11.300";"14.649";"12.113";"19.037";"20.270";"21.369";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"533";"498";"585";"1.203";"1.622";"1.662";"2.475";"2.543";"2.631";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"513";"542";"641";"1.339";"1.879";"1.866";"2.856";"3.106";"3.292";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"158";"403";"621";"1.241";"1.566";"1.029";"1.264";"1.241";"1.259";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"74";"227";"635";"774";"383";"719";"737";"740";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"39";"39";"42";"86";"121";"146";"202";"220";"229";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"125";"101";"122";"273";"366";"437";"608";"635";"654";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"273";"243";"347";"679";"794";"912";"1.463";"1.568";"1.641";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"62";"219";"536";"625";"295";"580";"630";"632";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"258";"228";"325";"650";"848";"857";"1.303";"1.448";"1.536";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"659";"741";"908";"1.750";"2.218";"2.156";"3.541";"3.854";"4.208";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"115";"129";"137";"291";"397";"429";"766";"821";"869";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"31";"50";"64";"95";"101";"104";"216";"225";"238";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"181";"457";"1.131";"1.452";"671";"1.117";"1.182";"1.265";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"73";"186";"510";"758";"364";"635";"713";"768";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"102";"104";"129";"315";"433";"399";"632";"665";"701";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"70";"207";"566";"695";"403";"660";"682";"706";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.806";"3.078";"3.921";"7.922";"10.345";"9.997";"15.326";"16.326";"17.258";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"460";"1.296";"3.378";"4.304";"2.116";"3.711";"3.944";"4.111";
;;"    66 Jahre und älter";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"10.944";"11.729";"13.348";"19.232";"28.834";"34.280";"36.279";"38.322";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"774";"1.874";"1.936";"1.987";"2.444";"3.514";"4.118";"4.381";"4.637";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"734";"1.963";"2.097";"2.211";"3.134";"3.964";"4.858";"5.114";"5.376";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"337";"737";"853";"1.138";"1.885";"3.136";"3.875";"4.054";"4.206";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"55";"90";"259";"764";"1.527";"1.745";"1.814";"1.931";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"37";"125";"136";"138";"162";"237";"313";"332";"350";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"178";"342";"331";"340";"439";"655";"894";"962";"1.034";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"374";"851";"888";"953";"1.160";"1.535";"1.920";"2.084";"2.236";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"73";"92";"242";"628";"1.156";"1.294";"1.446";"1.528";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"453";"960";"982";"1.006";"1.196";"1.655";"2.018";"2.129";"2.241";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.079";"2.680";"2.819";"2.979";"3.594";"4.708";"5.493";"5.800";"6.137";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"131";"395";"422";"402";"488";"661";"813";"840";"907";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"49";"136";"157";"176";"203";"233";"251";"264";"283";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"184";"264";"562";"1.322";"2.565";"2.854";"3.003";"3.155";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"75";"107";"216";"557";"1.184";"1.353";"1.428";"1.508";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"202";"434";"459";"499";"627";"908";"1.077";"1.148";"1.225";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"60";"96";"240";"629";"1.196";"1.404";"1.480";"1.568";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"4.348";"10.497";"11.080";"11.829";"15.332";"21.206";"25.630";"27.108";"28.632";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"447";"649";"1.519";"3.900";"7.628";"8.650";"9.171";"9.690";
"    Mit ärztlicher Tätigkeit";" Beide Geschlechter";" Alle Altersgruppen";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"244.238";"273.880";"294.676";"307.577";"333.599";"371.302";"378.607";"385.149";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"20.911";"30.810";"34.528";"37.606";"39.772";"43.196";"47.723";"48.606";"49.348";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"23.894";"37.467";"43.041";"47.265";"49.598";"54.310";"60.883";"62.088";"63.014";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.673";"15.946";"16.833";"17.481";"16.964";"18.184";"21.538";"22.073";"22.529";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.645";"6.582";"7.252";"7.943";"8.542";"9.487";"9.692";"9.929";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.832";"2.667";"2.985";"3.155";"3.214";"3.576";"3.906";"4.044";"4.110";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.697";"7.622";"8.445";"9.046";"9.442";"11.021";"12.499";"12.740";"13.066";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"12.921";"19.185";"21.194";"22.509";"23.107";"24.984";"27.359";"27.860";"28.420";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"5.209";"5.701";"6.024";"6.260";"6.613";"7.315";"7.514";"7.591";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"13.198";"20.117";"22.868";"24.331";"25.941";"28.191";"31.434";"31.915";"32.365";
;;;"    Nordrhein-Westfalen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"34.566";"51.872";"58.464";"62.944";"65.894";"71.767";"79.228";"80.629";"82.026";
;;;"    Rheinland-Pfalz";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"7.097";"10.894";"12.316";"13.444";"14.557";"15.796";"17.532";"17.824";"18.162";
;;;"    Saarland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.438";"3.403";"3.830";"4.020";"4.168";"4.413";"4.814";"4.931";"5.009";
;;;"    Sachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"12.124";"13.024";"13.825";"14.329";"15.157";"16.930";"17.303";"17.637";
;;;"    Sachsen-Anhalt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"6.712";"7.552";"8.073";"8.087";"8.251";"8.971";"9.166";"9.283";
;;;"    Schleswig-Holstein";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.359";"8.219";"9.308";"10.009";"10.495";"11.330";"12.523";"12.926";"13.187";
;;;"    Thüringen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"6.346";"7.209";"7.692";"7.806";"8.268";"9.160";"9.296";"9.473";
;;;"    Früheres Bundesgebiet, ab 1991 mit Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"135.586";"208.202";"233.812";"251.810";"263.152";"286.768";"319.439";"325.636";"331.236";
;;;"    Neue Länder ohne Berlin-Ost";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"36.036";"40.068";"42.866";"44.425";"46.831";"51.863";"52.971";"53.913";
;;"    Unter 35 Jahre";" Deutschland";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"67.040";"67.803";"55.426";"47.405";"56.785";"68.681";"71.015";"72.790";
;;;"    Baden-Württemberg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"5.708";"8.035";"8.094";"6.944";"6.398";"7.231";"9.000";"9.215";"9.374";
;;;"    Bayern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"6.367";"9.898";"10.585";"8.918";"6.798";"9.211";"11.058";"11.471";"11.533";
;;;"    Berlin, bis 1990 nur Berlin-West";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.245";"4.027";"3.971";"3.191";"2.542";"2.887";"3.744";"3.931";"4.059";
;;;"    Brandenburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.665";"1.523";"1.202";"1.118";"1.384";"1.654";"1.664";"1.803";
;;;"    Bremen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"485";"692";"648";"537";"499";"587";"653";"720";"736";
;;;"    Hamburg";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"1.439";"1.927";"1.946";"1.588";"1.520";"2.165";"2.503";"2.556";"2.708";
;;;"    Hessen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"3.298";"5.003";"4.906";"3.965";"3.227";"4.099";"4.852";"4.993";"5.185";
;;;"    Mecklenburg-Vorpommern";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";".";"1.504";"1.504";"1.187";"991";"1.189";"1.445";"1.285";"1.298";
;;;"    Niedersachsen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"2.955";"5.448";"5.559";"4.309";"3.810";"4.249";"5.436";"5.552";"5.655";
