;"    Rechtsmedizin";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";
;"    Strahlentherapie";"0,02";"0,06";"0,08";"0,10";"0,12";"0,14";"0,16";"0,18";"0,21";"0,26";"0,35";"0,40";"0,45";"0,53";"0,57";"0,65";"0,71";"0,73";"0,75";"0,75";"0,79";"0,83";
;"    Transfusionsmedizin";"0,02";"0,02";"0,02";"0,03";"0,02";"0,03";"0,03";"0,04";"0,06";"0,06";"0,08";"0,09";"0,09";"0,10";"0,11";"0,12";"0,13";"0,13";"0,14";"0,14";"0,14";"0,13";
;"    Urologie";"2,87";"3,11";"3,17";"3,19";"3,23";"3,26";"3,28";"3,34";"3,36";"3,43";"3,46";"3,50";"3,54";"3,58";"3,66";"3,67";"3,69";"3,72";"3,72";"3,75";"3,80";"3,85";
;"    Sonstige Gebiete";"0,16";"0,06";"0,06";"0,05";"0,06";"0,03";"0,03";"0,03";"0,03";"0,05";"0,05";"0,04";"0,05";"0,05";"0,04";"0,05";"0,05";"0,05";"0,05";"0,05";"0,04";"0,04";
;"    Ohne Gebiet";"30,96";"24,51";"23,23";"23,62";"22,78";"22,18";"21,57";"20,62";"17,83";"18,61";"17,48";"16,81";"16,54";"16,76";"17,06";"16,76";"16,99";"17,27";"16,90";"17,03";"17,58";"17,96";
"          Niedergelassen";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"135,61";"142,37";"144,44";"146,14";"147,59";"149,19";"150,49";"151,90";"153,15";"154,34";"154,63";"153,35";"153,13";"152,52";"154,38";"153,01";"153,07";"149,81";"146,92";"144,98";"142,96";"141,50";
;"    Allgemeinmedizin";"32,23";"38,17";"38,92";"39,54";"40,11";"40,61";"40,85";"41,33";"43,95";"43,35";"43,85";"43,40";"43,04";"42,68";"42,95";"42,36";"41,82";"40,71";"39,68";"38,91";"38,10";"37,31";
;"    Anästhesiologie";"1,84";"2,45";"2,80";"3,04";"3,16";"3,29";"3,44";"3,55";"3,60";"3,62";"3,65";"3,63";"3,63";"3,67";"3,70";"3,70";"3,70";"3,62";"3,56";"3,50";"3,49";"3,46";
;"    Anatomie";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";
;"    Arbeitsmedizin";"0,22";"0,26";"0,27";"0,27";"0,26";"0,26";"0,26";"0,26";"0,29";"0,29";"0,31";"0,32";"0,34";"0,34";"0,36";"0,38";"0,38";"0,40";"0,41";"0,42";"0,44";"0,46";
;"    Augenheilkunde";"6,12";"6,34";"6,37";"6,44";"6,45";"6,44";"6,47";"6,48";"6,51";"6,51";"6,46";"6,36";"6,30";"6,24";"6,30";"6,20";"6,19";"5,99";"5,84";"5,74";"5,58";"5,45";
;"    Biochemie";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"";"";"";"";"";"";
;"    Chirurgie";"9,90";"10,57";"10,74";"10,99";"11,12";"11,28";"11,48";"11,67";"11,82";"11,93";"11,99";"11,95";"11,96";"12,00";"12,24";"12,20";"12,28";"12,11";"11,95";"11,81";"11,70";"11,66";
;"    Frauenheilkunde und Geburtshilfe";"11,40";"11,76";"11,88";"12,02";"12,08";"12,20";"12,28";"12,30";"12,34";"12,41";"12,37";"12,28";"12,24";"12,15";"12,29";"12,15";"12,13";"11,90";"11,65";"11,52";"11,38";"11,28";
;"    Hals-Nasen-Ohrenheilkunde";"4,58";"4,80";"4,84";"4,87";"4,85";"4,87";"4,89";"4,94";"4,92";"4,93";"4,93";"4,85";"4,83";"4,81";"4,90";"4,86";"4,85";"4,77";"4,67";"4,65";"4,58";"4,52";
;"    Haut- und Geschlechtskrankheiten";"3,92";"4,15";"4,16";"4,21";"4,21";"4,24";"4,29";"4,35";"4,39";"4,40";"4,42";"4,38";"4,38";"4,37";"4,46";"4,42";"4,46";"4,37";"4,32";"4,29";"4,28";"4,25";
;"    Humangenetik";"0,01";"0,04";"0,05";"0,06";"0,07";"0,07";"0,07";"0,08";"0,08";"0,09";"0,10";"0,11";"0,12";"0,12";"0,13";"0,13";"0,14";"0,13";"0,12";"0,11";"0,11";"0,10";
;"    Hygiene und Umweltmedizin";"0,03";"0,03";"0,03";"0,03";"0,03";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";
;"    Innere Medizin";"19,78";"20,62";"20,97";"21,20";"21,78";"22,26";"22,65";"23,02";"23,31";"23,85";"24,15";"24,15";"24,26";"24,34";"24,86";"24,84";"25,08";"24,77";"24,62";"24,55";"24,51";"24,59";
;"    Kinder- und Jugendmedizin";"7,17";"7,34";"7,40";"7,42";"7,41";"7,38";"7,38";"7,40";"7,42";"7,46";"7,45";"7,36";"7,32";"7,30";"7,38";"7,36";"7,34";"7,20";"7,10";"7,05";"6,98";"6,96";
;"    Kinder- und Jugendpsychiatrie und -psychotherapie";"0,34";"0,47";"0,51";"0,54";"0,56";"0,61";"0,63";"0,67";"0,72";"0,78";"0,81";"0,85";"0,90";"0,94";"1,00";"1,06";"1,12";"1,13";"1,14";"1,17";"1,17";"1,20";
;"    Laboratoriumsmedizin";"0,52";"0,54";"0,54";"0,54";"0,56";"0,58";"0,58";"0,57";"0,57";"0,55";"0,54";"0,46";"0,44";"0,40";"0,39";"0,37";"0,42";"0,35";"0,31";"0,28";"0,26";"0,26";
;"    Mikrobiologie, Virologie, Infektionsepidemiologie";"0,12";"0,16";"0,16";"0,17";"0,17";"0,17";"0,17";"0,18";"0,17";"0,17";"0,17";"0,16";"0,14";"0,13";"0,13";"0,13";"0,14";"0,13";"0,12";"0,11";"0,11";"0,11";
;"    Mund-Kiefer-Gesichtschirurgie";"0,69";"0,83";"0,89";"0,94";"0,97";"1,03";"1,06";"1,09";"1,10";"1,15";"1,20";"1,21";"1,23";"1,26";"1,30";"1,30";"1,32";"1,36";"1,35";"1,35";"1,35";"1,35";
;"    Nervenheilkunde";"4,33";"3,95";"3,73";"3,65";"3,61";"3,46";"3,38";"3,29";"3,17";"3,09";"2,96";"2,82";"2,74";"2,66";"2,62";"2,52";"2,38";"2,26";"2,19";"2,06";"1,95";"1,84";
;"    Neurochirurgie";"0,11";"0,17";"0,19";"0,21";"0,24";"0,28";"0,30";"0,32";"0,37";"0,42";"0,46";"0,48";"0,50";"0,51";"0,56";"0,59";"0,61";"0,61";"0,62";"0,60";"0,59";"0,58";
;"    Neurologie";"0,57";"0,63";"0,77";"0,69";"0,72";"0,78";"0,83";"1,05";"1,11";"1,10";"1,14";"1,21";"1,26";"1,29";"1,37";"1,42";"1,51";"1,54";"1,58";"1,66";"1,72";"1,79";
;"    Nuklearmedizin";"0,29";"0,40";"0,43";"0,49";"0,50";"0,53";"0,55";"0,58";"0,60";"0,64";"0,66";"0,66";"0,68";"0,68";"0,68";"0,68";"0,71";"0,68";"0,64";"0,63";"0,60";"0,59";
;"    Öffentliches Gesundheitswesen";"0,01";"0,02";"0,03";"0,03";"0,02";"0,03";"0,03";"0,03";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,04";"0,03";"0,03";"0,03";"0,03";"0,03";"0,03";
;"    Pathologie";"0,45";"0,52";"0,54";"0,57";"0,58";"0,60";"0,61";"0,64";"0,65";"0,68";"0,69";"0,69";"0,71";"0,70";"0,72";"0,70";"0,71";"0,68";"0,64";"0,61";"0,60";"0,60";
;"    Pharmakologie";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,03";"0,02";"0,02";"0,02";"0,02";"0,01";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,01";"0,01";
;"    Physikalische und Rehabilitative Medizin";"0,09";"0,28";"0,33";"0,41";"0,46";"0,47";"0,50";"0,54";"0,58";"0,62";"0,65";"0,65";"0,68";"0,70";"0,70";"0,72";"0,74";"0,73";"0,72";"0,71";"0,70";"0,70";
;"    Physiologie";"0,01";"0,01";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,00";"0,00";"0,00";"0,00";
;"    Psychiatrie und Psychotherapie";"1,00";"1,44";"1,66";"1,94";"2,12";"2,30";"2,45";"2,61";"2,86";"3,04";"3,25";"3,44";"3,66";"3,79";"3,97";"4,07";"4,23";"4,35";"4,43";"4,51";"4,57";"4,69";
;"    Psychosomatische Medizin und Psychotherapie";"0,40";"2,62";"2,97";"3,34";"3,34";"3,44";"3,53";"3,63";"3,63";"3,62";"3,65";"3,69";"3,72";"3,73";"3,78";"3,75";"3,69";"3,67";"3,63";"3,58";"3,48";"3,43";
;"    Radiologie";"2,28";"2,67";"2,79";"2,85";"2,89";"2,92";"2,96";"3,01";"3,06";"3,11";"3,13";"3,06";"3,05";"3,01";"3,05";"3,03";"3,09";"2,95";"2,84";"2,76";"2,67";"2,61";
;"    Rechtsmedizin";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,01";"0,01";"0,02";"0,01";"0,02";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";
;"    Strahlentherapie";"0,02";"0,05";"0,07";"0,09";"0,11";"0,13";"0,15";"0,17";"0,20";"0,24";"0,28";"0,27";"0,29";"0,32";"0,32";"0,35";"0,38";"0,35";"0,32";"0,32";"0,32";"0,31";
;"    Transfusionsmedizin";"0,01";"0,01";"0,01";"0,02";"0,01";"0,02";"0,03";"0,04";"0,04";"0,04";"0,05";"0,05";"0,04";"0,05";"0,05";"0,06";"0,05";"0,06";"0,05";"0,05";"0,06";"0,05";
;"    Urologie";"2,86";"3,07";"3,13";"3,14";"3,16";"3,19";"3,21";"3,26";"3,29";"3,34";"3,34";"3,35";"3,36";"3,37";"3,40";"3,39";"3,38";"3,37";"3,31";"3,29";"3,28";"3,29";
;"    Sonstige Gebiete";"0,14";"0,05";"0,05";"0,04";"0,06";"0,03";"0,03";"0,03";"0,03";"0,05";"0,05";"0,04";"0,04";"0,04";"0,03";"0,04";"0,04";"0,04";"0,04";"0,03";"0,03";"0,03";
;"    Ohne Gebiet";"24,11";"17,92";"17,19";"16,36";"15,91";"15,67";"15,35";"14,75";"12,30";"12,79";"11,85";"11,40";"11,18";"10,81";"10,66";"10,17";"10,10";"9,51";"8,98";"8,62";"8,28";"7,95";
"          Angestellt";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"8,10";"9,53";"8,88";"10,05";"10,08";"9,92";"9,87";"9,76";"10,37";"11,00";"12,66";"15,34";"17,54";"20,52";"23,46";"25,89";"27,62";"32,40";"35,74";"39,20";"43,50";"47,96";
;"    Allgemeinmedizin";"0,28";"0,95";"0,95";"0,89";"0,95";"1,05";"1,06";"1,12";"1,57";"1,40";"1,72";"2,23";"2,73";"3,27";"3,69";"4,11";"4,42";"5,17";"5,95";"6,56";"7,18";"7,98";
;"    Anästhesiologie";"0,09";"0,15";"0,11";"0,12";"0,12";"0,13";"0,16";"0,17";"0,19";"0,23";"0,29";"0,38";"0,48";"0,56";"0,66";"0,75";"0,83";"1,00";"1,14";"1,27";"1,45";"1,65";
;"    Anatomie";"";"";"";"";"";"0,00";"0,00";"0,00";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";
;"    Arbeitsmedizin";"0,01";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,04";"0,05";"0,06";"0,07";"0,09";"0,11";"0,11";"0,13";"0,14";"0,15";"0,15";"0,16";"0,19";
;"    Augenheilkunde";"0,06";"0,13";"0,11";"0,10";"0,11";"0,14";"0,15";"0,15";"0,18";"0,20";"0,32";"0,45";"0,58";"0,71";"0,85";"0,98";"1,06";"1,34";"1,49";"1,65";"1,90";"2,13";
;"    Biochemie";"";"";"";"";"0,00";"";"";"";"";"0,00";"0,00";"0,00";"";"";"0,00";"";"";"";"";"";"";"";
;"    Chirurgie";"0,08";"0,21";"0,22";"0,19";"0,25";"0,25";"0,28";"0,34";"0,39";"0,44";"0,65";"0,91";"1,11";"1,27";"1,44";"1,62";"1,79";"2,09";"2,36";"2,58";"2,92";"3,21";
;"    Frauenheilkunde und Geburtshilfe";"0,11";"0,19";"0,18";"0,22";"0,29";"0,30";"0,31";"0,32";"0,37";"0,45";"0,58";"0,79";"0,97";"1,19";"1,38";"1,53";"1,61";"1,94";"2,18";"2,42";"2,62";"2,88";
;"    Hals-Nasen-Ohrenheilkunde";"0,04";"0,08";"0,08";"0,06";"0,09";"0,10";"0,11";"0,10";"0,12";"0,13";"0,15";"0,22";"0,30";"0,32";"0,37";"0,42";"0,43";"0,53";"0,63";"0,70";"0,78";"0,87";
;"    Haut- und Geschlechtskrankheiten";"0,06";"0,14";"0,14";"0,16";"0,19";"0,21";"0,21";"0,22";"0,26";"0,27";"0,34";"0,44";"0,52";"0,57";"0,66";"0,76";"0,78";"0,93";"1,02";"1,09";"1,18";"1,33";
;"    Humangenetik";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,02";"0,03";"0,03";"0,05";"0,06";"0,07";"0,08";"0,10";"0,13";"0,13";"0,15";"0,16";
;"    Hygiene und Umweltmedizin";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,02";"0,03";"0,02";"0,02";"0,02";
;"    Innere Medizin";"0,17";"0,41";"0,39";"0,41";"0,43";"0,44";"0,53";"0,53";"0,66";"0,75";"1,05";"1,67";"2,06";"2,48";"3,02";"3,53";"3,89";"4,73";"5,38";"6,09";"6,86";"7,69";
;"    Kinder- und Jugendmedizin";"0,10";"0,20";"0,21";"0,20";"0,22";"0,25";"0,27";"0,28";"0,31";"0,35";"0,45";"0,58";"0,67";"0,79";"0,90";"1,03";"1,14";"1,32";"1,54";"1,72";"1,91";"2,11";
;"    Kinder- und Jugendpsychiatrie und -psychotherapie";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,03";"0,06";"0,08";"0,10";"0,13";"0,13";"0,14";"0,17";"0,19";"0,20";"0,22";"0,25";
;"    Laboratoriumsmedizin";"0,02";"0,04";"0,02";"0,03";"0,03";"0,03";"0,03";"0,03";"0,05";"0,07";"0,12";"0,22";"0,27";"0,31";"0,36";"0,41";"0,41";"0,49";"0,54";"0,60";"0,64";"0,65";
;"    Mikrobiologie, Virologie, Infektionsepidemiologie";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,04";"0,06";"0,09";"0,11";"0,14";"0,15";"0,17";"0,17";"0,19";"0,21";"0,23";"0,25";"0,27";
;"    Mund-Kiefer-Gesichtschirurgie";"0,01";"0,02";"0,01";"0,01";"0,01";"0,01";"0,02";"0,02";"0,02";"0,02";"0,02";"0,04";"0,06";"0,07";"0,08";"0,08";"0,08";"0,10";"0,10";"0,12";"0,14";"0,16";
;"    Nervenheilkunde";"0,01";"0,03";"0,03";"0,02";"0,02";"0,02";"0,02";"0,02";"0,03";"0,04";"0,05";"0,10";"0,11";"0,14";"0,14";"0,15";"0,17";"0,17";"0,16";"0,16";"0,16";"0,16";
;"    Neurochirurgie";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,02";"0,03";"0,05";"0,09";"0,10";"0,11";"0,14";"0,13";"0,15";"0,16";"0,18";"0,20";"0,23";
;"    Neurologie";"0,01";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,04";"0,07";"0,08";"0,12";"0,17";"0,21";"0,27";"0,33";"0,39";"0,39";"0,46";"0,51";"0,56";"0,66";"0,72";
;"    Nuklearmedizin";"0,01";"0,02";"0,02";"0,02";"0,01";"0,01";"0,01";"0,02";"0,02";"0,04";"0,04";"0,07";"0,10";"0,13";"0,17";"0,20";"0,20";"0,24";"0,26";"0,29";"0,34";"0,36";
;"    Öffentliches Gesundheitswesen";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"0,00";"0,01";"0,01";"0,01";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";
;"    Pathologie";"0,02";"0,03";"0,02";"0,03";"0,04";"0,04";"0,04";"0,04";"0,04";"0,05";"0,07";"0,10";"0,11";"0,13";"0,18";"0,22";"0,24";"0,28";"0,33";"0,37";"0,39";"0,41";
;"    Pharmakologie";"";"";"";"";"";"";"";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,02";
;"    Physikalische und Rehabilitative Medizin";"0,00";"0,01";"0,02";"0,02";"0,01";"0,02";"0,02";"0,02";"0,03";"0,03";"0,03";"0,07";"0,07";"0,09";"0,12";"0,14";"0,13";"0,16";"0,18";"0,19";"0,21";"0,22";
;"    Physiologie";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";
;"    Psychiatrie und Psychotherapie";"0,01";"0,03";"0,03";"0,04";"0,04";"0,04";"0,06";"0,07";"0,07";"0,06";"0,11";"0,17";"0,23";"0,29";"0,36";"0,36";"0,39";"0,46";"0,48";"0,52";"0,56";"0,65";
;"    Psychosomatische Medizin und Psychotherapie";"0,00";"0,00";"0,00";"0,00";"0,01";"0,00";"0,00";"0,01";"0,01";"0,02";"0,03";"0,03";"0,04";"0,05";"0,08";"0,07";"0,08";"0,09";"0,10";"0,11";"0,11";"0,13";
;"    Radiologie";"0,09";"0,17";"0,17";"0,14";"0,18";"0,20";"0,20";"0,22";"0,25";"0,31";"0,47";"0,65";"0,74";"0,95";"1,11";"1,22";"1,27";"1,51";"1,66";"1,82";"2,06";"2,30";
;"    Rechtsmedizin";"0,00";"0,00";"";"0,00";"";"";"";"";"";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,01";"0,01";"0,00";"0,01";"0,01";"0,01";"0,01";
;"    Strahlentherapie";"0,00";"0,00";"0,01";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,02";"0,06";"0,13";"0,15";"0,21";"0,25";"0,30";"0,34";"0,38";"0,42";"0,44";"0,47";"0,52";
;"    Transfusionsmedizin";"0,00";"0,00";"0,00";"0,01";"0,01";"0,00";"0,01";"0,01";"0,01";"0,02";"0,03";"0,04";"0,05";"0,05";"0,06";"0,07";"0,08";"0,08";"0,08";"0,08";"0,09";"0,08";
;"    Urologie";"0,01";"0,04";"0,04";"0,05";"0,07";"0,06";"0,07";"0,08";"0,08";"0,08";"0,12";"0,15";"0,18";"0,21";"0,25";"0,28";"0,31";"0,35";"0,41";"0,46";"0,52";"0,56";
;"    Sonstige Gebiete";"0,02";"0,01";"0,00";"0,00";"0,00";"0,00";"0,00";"0,00";"";"0,00";"0,00";"0,00";"0,00";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";"0,01";
;"    Ohne Gebiet";"6,84";"6,59";"6,05";"7,26";"6,87";"6,52";"6,21";"5,86";"5,52";"5,82";"5,63";"5,41";"5,36";"5,94";"6,40";"6,59";"6,90";"7,76";"7,91";"8,41";"9,29";"10,01";
"       Stationär";" Gebiets-/Facharztbezeichnungen insgesamt (incl. ohne Gebiet)";"162,23";"165,58";"167,31";"169,56";"172,62";"174,27";"176,34";"177,40";"177,72";"180,19";"183,23";"187,55";"193,42";"200,16";"211,43";"217,11";"224,12";"229,48";"230,75";"235,58";"239,76";"243,09";
;"    Allgemeinmedizin";"1,31";"1,23";"1,20";"1,28";"1,68";"1,95";"2,16";"2,41";"2,90";"2,72";"2,64";"2,69";"2,78";"2,84";"2,97";"3,07";"3,02";"2,99";"3,00";"2,92";"2,94";"2,85";
;"    Anästhesiologie";"11,30";"13,53";"13,90";"14,20";"14,48";"14,74";"15,09";"15,37";"15,90";"16,36";"16,75";"17,09";"17,55";"17,92";"18,92";"19,55";"20,10";"20,58";"21,11";"21,69";"22,25";"22,65";
;"    Anatomie";"0,05";"0,11";"0,12";"0,11";"0,11";"0,11";"0,11";"0,11";"0,12";"0,11";"0,09";"0,08";"0,08";"0,09";"0,09";"0,09";"0,09";"0,09";"0,09";"0,09";"0,08";"0,08";
;"    Arbeitsmedizin";"0,23";"0,23";"0,23";"0,30";"0,32";"0,31";"0,30";"0,29";"0,31";"0,32";"0,31";"0,31";"0,33";"0,32";"0,36";"0,37";"0,37";"0,36";"0,35";"0,38";"0,39";"0,39";
;"    Augenheilkunde";"0,96";"1,04";"0,99";"0,98";"0,99";"1,00";"0,99";"0,98";"0,99";"0,99";"1,01";"1,04";"1,09";"1,09";"1,13";"1,16";"1,17";"1,15";"1,20";"1,21";"1,24";"1,26";
;"    Biochemie";"0,04";"0,06";"0,05";"0,05";"0,05";"0,05";"0,04";"0,04";"0,05";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,03";"0,03";"0,03";"0,02";"0,02";"0,02";
;"    Chirurgie";"14,29";"15,97";"16,55";"17,01";"17,61";"18,17";"18,79";"19,21";"19,75";"20,28";"20,76";"21,14";"21,89";"22,58";"23,73";"24,52";"24,98";"25,31";"25,85";"26,50";"27,18";"27,69";
;"    Frauenheilkunde und Geburtshilfe";"4,61";"5,09";"5,23";"5,27";"5,37";"5,44";"5,48";"5,54";"5,58";"5,65";"5,72";"5,82";"5,99";"6,12";"6,40";"6,68";"6,79";"6,95";"7,10";"7,20";"7,27";"7,27";
;"    Hals-Nasen-Ohrenheilkunde";"1,09";"1,22";"1,21";"1,26";"1,31";"1,32";"1,36";"1,38";"1,42";"1,45";"1,46";"1,47";"1,50";"1,53";"1,63";"1,75";"1,75";"1,83";"1,88";"1,88";"1,86";"1,89";
;"    Haut- und Geschlechtskrankheiten";"0,78";"0,86";"0,93";"0,97";"1,03";"1,02";"1,07";"1,05";"1,09";"1,12";"1,11";"1,10";"1,10";"1,15";"1,18";"1,23";"1,24";"1,21";"1,22";"1,23";"1,26";"1,26";
;"    Humangenetik";"0,05";"0,10";"0,10";"0,12";"0,12";"0,13";"0,12";"0,12";"0,14";"0,14";"0,14";"0,13";"0,13";"0,14";"0,14";"0,13";"0,13";"0,12";"0,13";"0,12";"0,14";"0,13";
;"    Hygiene und Umweltmedizin";"0,11";"0,10";"0,10";"0,09";"0,09";"0,09";"0,09";"0,08";"0,09";"0,09";"0,09";"0,09";"0,09";"0,08";"0,09";"0,09";"0,10";"0,10";"0,10";"0,10";"0,10";"0,11";
;"    Innere Medizin";"16,30";"18,29";"18,74";"19,18";"19,54";"19,86";"20,29";"20,76";"21,03";"21,25";"21,48";"21,77";"22,56";"23,53";"25,21";"26,25";"26,71";"27,08";"27,88";"28,53";"29,10";"29,83";
;"    Kinder- und Jugendmedizin";"4,37";"4,65";"4,69";"4,75";"4,79";"4,84";"4,89";"4,93";"5,01";"5,11";"5,24";"5,45";"5,67";"5,91";"6,31";"6,54";"6,75";"6,89";"7,12";"7,25";"7,35";"7,42";
;"    Kinder- und Jugendpsychiatrie und -psychotherapie";"0,43";"0,55";"0,56";"0,62";"0,65";"0,67";"0,68";"0,72";"0,74";"0,76";"0,79";"0,82";"0,86";"0,91";"1,01";"1,04";"1,05";"1,08";"1,18";"1,22";"1,29";"1,33";
;"    Laboratoriumsmedizin";"0,42";"0,41";"0,41";"0,41";"0,42";"0,42";"0,44";"0,43";"0,41";"0,38";"0,36";"0,37";"0,37";"0,36";"0,36";"0,35";"0,33";"0,33";"0,33";"0,33";"0,35";"0,36";
;"    Mikrobiologie, Virologie, Infektionsepidemiologie";"0,27";"0,33";"0,33";"0,35";"0,36";"0,36";"0,37";"0,36";"0,41";"0,39";"0,39";"0,40";"0,39";"0,39";"0,40";"0,40";"0,41";"0,40";"0,42";"0,42";"0,42";"0,41";
;"    Mund-Kiefer-Gesichtschirurgie";"0,35";"0,39";"0,38";"0,39";"0,40";"0,43";"0,43";"0,44";"0,45";"0,44";"0,46";"0,47";"0,47";"0,44";"0,46";"0,48";"0,50";"0,49";"0,49";"0,51";"0,53";"0,53";
;"    Nervenheilkunde";"3,04";"2,44";"2,21";"2,08";"1,97";"1,84";"1,71";"1,60";"1,49";"1,37";"1,27";"1,18";"1,14";"1,10";"1,07";"1,04";"0,99";"0,91";"0,85";"0,77";"0,72";"0,67";
;"    Neurochirurgie";"0,75";"0,86";"0,91";"0,94";"1,01";"1,04";"1,13";"1,15";"1,17";"1,19";"1,20";"1,18";"1,22";"1,26";"1,35";"1,41";"1,48";"1,56";"1,65";"1,75";"1,84";"1,93";
;"    Neurologie";"1,17";"1,62";"1,84";"1,86";"2,05";"2,23";"2,43";"2,67";"2,92";"3,10";"3,36";"3,52";"3,80";"4,02";"4,26";"4,49";"4,81";"5,09";"5,34";"5,59";"5,82";"6,06";
;"    Nuklearmedizin";"0,38";"0,43";"0,43";"0,44";"0,46";"0,46";"0,48";"0,46";"0,45";"0,42";"0,40";"0,40";"0,40";"0,40";"0,41";"0,39";"0,41";"0,41";"0,43";"0,43";"0,43";"0,42";
;"    Öffentliches Gesundheitswesen";"0,03";"0,04";"0,04";"0,07";"0,06";"0,05";"0,04";"0,03";"0,03";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,04";"0,03";"0,03";"0,03";"0,03";"0,04";"0,04";
;"    Pathologie";"0,87";"0,87";"0,89";"0,89";"0,91";"0,88";"0,88";"0,88";"0,85";"0,84";"0,81";"0,80";"0,80";"0,83";"0,84";"0,86";"0,88";"0,87";"0,89";"0,90";"0,93";"0,93";
;"    Pharmakologie";"0,22";"0,22";"0,22";"0,27";"0,28";"0,26";"0,25";"0,22";"0,22";"0,22";"0,22";"0,20";"0,19";"0,21";"0,20";"0,20";"0,21";"0,21";"0,20";"0,19";"0,18";"0,18";
;"    Physikalische und Rehabilitative Medizin";"0,46";"1,19";"1,23";"1,39";"1,35";"1,38";"1,36";"1,32";"1,26";"1,21";"1,16";"1,15";"1,14";"1,12";"1,14";"1,15";"1,15";"1,13";"1,14";"1,12";"1,09";"1,08";
;"    Physiologie";"0,05";"0,07";"0,08";"0,08";"0,08";"0,08";"0,08";"0,07";"0,08";"0,08";"0,07";"0,06";"0,06";"0,07";"0,07";"0,07";"0,07";"0,07";"0,06";"0,05";"0,05";"0,06";
;"    Psychiatrie und Psychotherapie";"1,96";"2,73";"2,98";"3,33";"3,62";"3,89";"4,15";"4,44";"4,66";"4,87";"5,00";"5,17";"5,42";"5,64";"6,05";"6,32";"6,40";"6,52";"6,70";"6,90";"7,04";"7,08";
;"    Psychosomatische Medizin und Psychotherapie";"0,22";"0,83";"0,80";"0,90";"0,88";"0,91";"0,93";"0,92";"0,94";"0,96";"0,94";"0,91";"0,94";"0,96";"1,01";"1,07";"1,11";"1,13";"1,16";"1,17";"1,21";"1,24";
;"    Radiologie";"3,36";"3,81";"3,86";"3,84";"3,99";"4,01";"4,07";"4,05";"4,09";"4,04";"4,07";"3,99";"4,06";"4,11";"4,28";"4,37";"4,43";"4,48";"4,58";"4,80";"5,00";"5,09";
